Genes	Log2FC	padj	volcano
CSRNP2	0.471329199465087	1.69506208602549E-05	2.24862412724127
CSRP1	0.551750808245448	0.042866552958454	0.754729689079606
CSRP2	-0.235875981116348	0.403368838106276	-0.093005346426351
CSRP2BP	-0.277817974081514	0.001249862832916	-0.806543819384066
CST3	-0.098679049596606	0.539899149336366	-0.026415133958192
CST7	0.421221633916826	0.219234730808104	0.277623238181794
CSTA	-0.349837679886978	0.154169120340711	-0.284069107601335
CSTB	-0.475864045910148	0.003045526502455	-1.19743459924212
CSTF1	-0.492797920172982	7.59064878506057E-09	-4.00138167177772
CSTF2	-0.293872209260097	0.009710923598881	-0.591488192567246
CSTF2T	-0.301953914137549	8.46889934225039E-05	-1.22960858513469
CSTF3	-0.624716201731073	1.09126398499716E-07	-4.34931803752805
CTAGE1	-0.519871755712425	0.003556627283623	-1.27314598968089
CTAGE4	0.044282458886279	0.600150920599599	0.009819171327545
CTAGE5	-0.508894582384403	0.000355189872782	-1.7554519252952
CTAGE6	0.075868862266987	0.957645777846647	0.001425962986007
CTAGE9	0.153534401851948	0.912676239384091	0.006092744934578
CTBP1	-0.267680846976529	0.009377588496339	-0.542832352862741
CTBS	-0.196343194417966	0.115000195961065	-0.184425441246615
CTCF	-0.025472724121807	0.747907354939419	-0.00321344008334
CTCFL	-0.465441305503354	0.000729481225238	-1.46008280385668
CTDP1	-0.076236569401087	0.530143366783284	-0.021011306885104
CTDSP1	-0.433251871648868	2.94721139251979E-06	-2.39613791109901
CTDSP2	-0.085729803285404	0.431519291042022	-0.031291359716515
CTDSPL	0.449479614788959	0.003083404453563	1.12862960569726
CTDSPL2	0.052556694956134	0.518013712231688	0.015013279469172
CTLA4	0.724367635901346	0.229523853699014	0.462995635823853
CTNNA1	-0.20656727797072	0.028947885449161	-0.317779620723116
CTNNA3	-0.825979679675314	0.048117454928606	-1.08839123656221
CTNNAL1	-0.54741427849169	0.001981867902593	-1.47961990067673
CTNNB1	-0.072595314199496	0.454050882434106	-0.024892604814088
CTNNBIP1	-0.49972007921128	1.95344290821324E-06	-2.85300151495915
CTNNBL1	-0.573507341720902	4.2442773805979E-05	-2.50748664363051
CTNND1	0.18324855653275	0.160051388135653	0.145818308049079
CTNS	-0.238634193764986	0.056771282060218	-0.297307492741457
CTPS	-0.226482745086738	0.1612003833493	-0.179517908255856
CTPS2	-0.007633349052738	0.933892120423601	-0.000226735572018
CTR9	-0.482757071861891	1.55311307885512E-05	-2.3214807217569
CTRL	-0.287899890360438	0.170904126764584	-0.220890456846483
CTSA	-0.204118862470266	0.237326331708951	-0.127503678918524
CTSB	-0.119238625912957	0.395157333302821	-0.048080585646987
CTSC	0.743856011287884	0.001854985733675	2.03196128490189
CTSD	0.084337496143817	0.416574836034571	0.032074137442866
CTSF	-0.765635883281839	0.002749601690829	-1.96058693909491
CTSG	0.790590020428433	0.199175673273827	0.554016792731875
CTSH	0.175306890945781	0.297832090104888	0.092216422765284
CTSL1	-0.121326965370983	0.294231418705974	-0.064462345737938
CTSL2	-0.246092079798544	0.431519291042022	-0.089823556070993
CTSO	0.042457627213894	0.97280349802336	0.000508424839187
CTSS	0.770067651357666	0.000450153146693	2.57713898116788
CTSW	0.644407317461437	0.075376426578606	0.723517630775476
CTSZ	-0.19143330856894	0.281692877493968	-0.105331226399244
CTTN	0.088346099441965	0.920274046359223	0.003187776916959
CTU1	-0.59697660194837	0.000771528796237	-1.85817794244218
CTU2	-0.310105684295861	0.011288030435774	-0.603894174440809
CUBN	0.95885794409396	1.61917938853118E-09	8.42903735526117
CUEDC1	0.593475543257683	0.001012953600446	1.77710936710435
CUEDC2	-0.480833728350596	9.33707781209804E-05	-1.93765847987246
CUL1	-0.304511427804921	0.000491451845707	-1.00748185360722
CUL2	-0.145172220631432	0.069613322469091	-0.168008919756283
CUL3	-0.104547837439915	0.05039569992435	-0.135661955376908
CUL4A	-0.338514862440134	0.000678914501779	-1.07247768054747
CUL4B	-0.201790885946421	0.019709247996745	-0.34412004060243
CUL5	0.122142130725452	0.489444128521362	0.037900321716265
CUL7	-0.211220025413075	0.049919871042293	-0.274950713965314
CUL9	-0.448128367367801	0.000128863408149	-1.74316126567382
CUTA	-0.917013992792621	3.45445986799089E-09	-7.75942380262368
CUTC	-0.508639247443275	0.000412300091634	-1.72163529304773
CUX1	0.175047008681577	0.515829772543185	0.050324893813994
CUZD1	-0.257993203475244	0.041669883090862	-0.356076470831662
CWC15	-0.445679093548383	2.92221237135032E-05	-2.02083746599074
CWC22	-0.192460412518339	0.001321262544116	-0.55409562092766
CWC25	-0.203989924955943	0.024601356616316	-0.328228141319101
CWC27	-0.316178225591592	0.000253466687624	-1.13700191228186
CWF19L1	-0.366284142957509	6.16099043689924E-05	-1.54218424545589
CWF19L2	-0.098067065350611	0.274949919312016	-0.054990754190487
CX3CL1	0.664221573689127	0.007518358642688	1.41072489755704
CX3CR1	0.972619713134098	0.000144264864556	3.73567614232126
CXADR	-0.836183376923402	0.005689415455506	-1.8771751148867
CXADRP3	-0.452724048976046	0.038934409370136	-0.638189884436884
CXCL10	-0.217086301946203	0.52038586826512	-0.061581849412934
CXCL11	0.217279906566392	0.764174412434002	0.025379924487973
CXCL13	0.158047050722375	0.915365408341765	0.006069876573407
CXCL16	0.356195315896137	0.056771282060218	0.443773520569416
CXCL2	0.694385752398208	0.032600185974439	1.03239879506846
CXCL9	0.380596951069566	0.399177500408007	0.151794983697916
CXCR2P1	-0.037574998831531	0.97530707216952	-0.00040801288205
CXCR3	0.761872564356634	0.018299064839482	1.32380775276326
CXCR6	0.919473830121235	0.005830398082445	2.05438202622464
CXorf23	0.206366478742515	0.150852565730688	0.169519186537987
CXorf26	-0.131662008800745	0.260099714924163	-0.077003858767165
CXorf36	0.536131157199514	0.001027262839696	1.60213061356651
CXorf38	0.511606338139208	0.000146696639019	1.96128374196546
CXorf40A	-0.386324432873924	0.002202890349155	-1.02646676866353
CXorf40B	-0.195293093206446	0.06421623445489	-0.232858728258239
CXorf42	-0.696043769319881	1.11130192561573E-07	-4.84040526065575
CXorf56	0.115980377884742	0.625658571086847	0.023620865485939
CXorf58	-0.634408244429025	0.005285521470899	-1.44449184528072
CXorf65	0.542255875742543	0.418715600030268	0.205016566949754
CXXC1	-0.322309850168877	0.000650287328145	-1.02716755610054
CXXC4	0.068235244497294	0.733804517681254	0.00917215555608
CXXC5	0.060465840002706	0.887371310860639	0.003137851568679
CYB561	0.933143018412352	0.011675614873167	1.80350439747342
CYB561D1	0.050684054032649	0.947038233898737	0.001197790261888
CYB561D2	-0.468164469568161	0.000400540925379	-1.59052001347411
CYB5B	-0.381380906363025	0.014591191719406	-0.700180728478433
CYB5D1	-0.012062196251821	0.725539256238933	-0.001680735383107
CYB5D2	-0.118607698802206	0.670324931300886	-0.020603892234122
CYB5R1	-0.356719499799309	0.018500066954686	-0.618133073596293
CYB5R2	0.955074279841233	0.019512252915246	1.6328834128312
CYB5R3	0.204544043809198	0.128457452364625	0.18229797584276
CYB5R4	0.134168546544819	0.374412487443993	0.05724296678634
CYB5RL	-0.203758438481277	0.149719766150284	-0.168043834593845
CYBASC3	-0.473821932151369	1.51230933007572E-06	-2.75781392179213
CYC1	-0.462222084819831	0.006996388811451	-0.996146862076596
CYCS	-0.190803927400564	0.250194825614843	-0.114810859054944
CYFIP1	0.15714528829638	0.213523536754999	0.105374440244205
CYFIP2	0.410347533148736	0.069024742830022	0.476411517452097
CYGB	0.755421295968461	0.000412300091634	2.55693985628625
CYHR1	-0.579391056097752	0.0001802045932	-2.16937577471877
CYLD	0.204433552482613	0.044575438041706	0.27617018153533
CYorf15A	-0.735689754548936	0.051799201370694	-0.945859349522952
CYorf15B	-0.753604873476187	0.063677727789876	-0.90132080496051
CYP11A1	-0.186882452642212	0.276625819077255	-0.104300458657343
CYP19A1	0.168010103918908	0.412218504132182	0.064662471579306
CYP1A2	-0.701561425627768	0.397209314966032	-0.281312504130864
CYP20A1	-0.355056852598531	2.11539268321074E-06	-2.0148088120243
CYP21A2	-0.386237740939812	0.35234413287177	-0.174978425437719
CYP27B1	0.146681212359128	0.670324931300886	0.025480672188555
CYP27C1	-0.340362288966483	0.310266004448498	-0.172994513488586
CYP2C8	-0.429168044991556	0.429282385970494	-0.157614939017122
CYP2R1	-0.383400272278166	8.19581469918741E-05	-1.56672988969498
CYP2U1	-0.013028644521017	0.840175065972398	-0.000985359137332
CYP2W1	-0.437729153498044	0.16849661413776	-0.338543588810324
CYP39A1	-0.568258057364682	0.226479309067528	-0.366510233783077
CYP3A4	-0.837017738982193	0.491900773208967	-0.25790399391143
CYP3A7	-0.62825906019345	0.864693259492763	-0.039666974333293
CYP46A1	-0.234067207004139	0.286841575760357	-0.1269481989369
CYP4F22	-0.0125750820325	0.659681061441624	-0.002271889566171
CYP4V2	-0.302326396313478	0.072119301289195	-0.345241171602738
CYP4X1	-0.731127942993873	0.052248025259858	-0.937254931173279
CYP4Z1	-0.981717845582226	0.005485919339545	-2.2194191909504
CYP51A1	-0.763527708512207	6.05874506863756E-05	-3.22026768829521
CYP7B1	-0.148503564734124	0.327157081367015	-0.072060415485971
CYSLTR1	0.9541500928456	4.10132861622048E-05	4.18592843053695
CYTH1	-0.644431754346392	3.6215308468974E-09	-5.43971791545233
CYTH2	0.195742575669574	0.16605689601317	0.152628919682124
CYTH4	0.606565786860065	0.006195182402193	1.33926444360149
CYTSA	-0.238148431931644	0.044575438041706	-0.321715759865348
D2HGDH	-0.498377367382545	0.001806542161148	-1.36712482145351
DAAM1	0.446006872414286	0.009599843317893	0.899924058118728
DAAM2	0.455504052812449	0.13352411055995	0.398311103462966
DAB2IP	0.452498772947585	0.010178127974516	0.901527827311587
DACT2	0.94234910124421	0.112360039349131	0.894655039143103
DAD1	-0.380707031956198	0.000866488326724	-1.16581526742252
DAG1	-0.15281587161786	0.405593950278698	-0.059889843825942
DAGLB	-0.194524621324401	0.086338919165269	-0.206934006817411
DAK	-0.784515441666444	0.002230645678631	-2.08019714574852
DALRD3	-0.078014744457409	0.31964793294615	-0.038642895117152
DAND5	0.228374569456822	0.783397521267535	0.024211771012049
DAP	-0.284540599386249	0.005830398082445	-0.635749571070686
DAP3	-0.330870074037215	0.003832551097712	-0.79955151963086
DAPK1	0.443526755289265	0.059320261694592	0.544117266962293
DAPK2	-0.069454293299924	0.610097333727143	-0.01490495197405
DAPK3	0.169842761720127	0.162383447873039	0.134083767998619
DARS	-0.25331852723585	0.001596346944445	-0.708499676950833
DARS2	-0.409799428306502	0.001981867902593	-1.10765724101852
DAXX	-0.439691675411284	3.64712623333643E-05	-1.95137329039168
DAZAP1	-0.317770426604233	0.000128863408149	-1.23608577222364
DAZAP2	0.021207940091009	0.938876990028235	0.000580913144582
DBF4	-0.258044278758125	0.050859959825184	-0.333812268764832
DBF4B	-0.427402075267455	0.010058549068584	-0.853720541437956
DBH	-0.224437951465764	0.482144773729949	-0.071107001063001
DBI	-0.820493146417425	1.40460384642568E-08	-6.44287824592019
DBNDD1	-0.29294948408054	0.52038586826512	-0.08310230011065
DBNL	-0.037172965382085	0.898460604137071	-0.001728578619451
DBP	-0.704763531189257	6.05874506863756E-05	-2.9724228761782
DBR1	-0.036558533982631	0.16605689601317	-0.028506264045234
DBT	-0.544172656429588	9.33707781209804E-05	-2.19290099690488
DCAF10	-0.385955000145604	2.46947257880698E-06	-2.16420244368362
DCAF11	-0.915872634915563	1.98499742696356E-07	-6.13839825612551
DCAF12	-0.199832952160427	0.006499716655652	-0.437055763796897
DCAF13	-0.194648548842991	0.203418971454184	-0.134620599834265
DCAF15	-0.251700165880164	0.021015377448519	-0.422217666378139
DCAF16	0.165071324015336	0.458492403632777	0.055904351290162
DCAF17	0.011006417514828	0.898460604137071	0.000511808993373
DCAF4	-0.046414204339672	0.418715600030268	-0.017548322216691
DCAF4L1	-0.343395310478912	0.217837583491699	-0.227282088979834
DCAF5	-0.055633306818117	0.496903167433123	-0.016897406081628
DCAF6	-0.372311956941709	0.003167244460542	-0.930526130018467
DCAF7	-0.214204100437404	0.012774894556345	-0.405626025926912
DCAF8	-0.445082962708052	0.000118833944206	-1.74697710572846
DCAKD	-0.579910301067562	4.28743351241847E-08	-4.27266462498114
DCBLD1	0.196707554218923	0.092315235926085	0.203538541931254
DCBLD2	-0.053711677666833	0.321540213785944	-0.026467218937094
DCI	-0.661119966300435	0.000216791609247	-2.42231547931706
DCK	0.224077103956726	0.368470095356372	0.097159328831748
DCLK3	-0.235270763055264	0.197836152511566	-0.165558704955272
DCLRE1A	-0.398223376882281	3.02305771982192E-05	-1.79979188093235
DCLRE1B	-0.027469890738412	0.673037696337215	-0.004723739184113
DCLRE1C	-0.01872757045432	0.933892120423601	-0.000556270435182
DCP1A	-0.068471668268592	0.407947295999866	-0.026662589708407
DCP1B	-0.515435061350814	9.46329567342779E-06	-2.58952388888239
DCP2	-0.255935165430575	0.013966821101836	-0.474734760179166
DCPS	-0.269093926330457	0.401240337089966	-0.106721416956692
DCTD	0.147016927666673	0.253556378407381	0.087611130242274
DCTN1	-0.296191868662357	7.04215252900421E-05	-1.229875888693
DCTN2	0.017195767448719	0.933892120423601	0.000510770848003
DCTN3	-0.448974578207249	7.04215252900421E-05	-1.86427470432236
DCTN4	-0.508704287542167	6.05379899231339E-09	-4.18051759296166
DCTN5	0.212428482843781	0.067761329915873	0.248332736922995
DCTN6	0.195135580372043	0.151952121935135	0.159678124513927
DCTPP1	-0.043002451634724	0.638221004221315	-0.008386721141735
DCUN1D1	0.077386229841296	0.600150920599599	0.017159585721197
DCUN1D2	-0.48461937473614	0.000483933063405	-1.60661727740152
DCUN1D3	0.169780710329082	0.184790884148358	0.124503498241388
DCUN1D4	-0.36448767954841	0.001338515737585	-1.0473103396001
DCUN1D5	-0.004594130812515	0.620344761635138	-0.000952670576233
DDA1	-0.086949113067855	0.451788349572186	-0.03000309331648
DDAH1	-0.892651892516751	1.84180328020165E-06	-5.11914147306161
DDAH2	-0.593455760024828	0.000166437261	-2.242520620772
DDB1	-0.236215204412202	0.000197997863466	-0.874785096067331
DDB2	-0.104546575807187	0.602778767364979	-0.022983733957125
DDHD1	0.110228825061322	0.438233986142015	0.03949432056692
DDHD2	0.145440646985702	0.251810685200917	0.087108162424629
DDI2	-0.063898345621526	0.887371310860639	-0.003315980130856
DDIT3	-0.144911173517863	0.403368838106276	-0.057138136025092
DDIT4	0.973816111630385	0.000437534800875	3.27103604705559
DDIT4L	0.466893947256649	0.328771320083512	0.22555930209725
DDO	-0.919307344079873	4.62586189145464E-06	-4.90432756466682
DDOST	-0.32058832755732	0.003783656669411	-0.776493230415037
DDRGK1	-0.313180954572413	0.038172353297381	-0.444169222451363
DDT	-0.859950715202704	0.000104292776955	-3.42410512149094
DDTL	-0.637327722137556	0.002860015408668	-1.62112695082622
DDX10	-0.121651274853473	0.090120590824278	-0.127146989164439
DDX1	-0.313221204615011	1.24723615315135E-05	-1.53605285847086
DDX11	-0.299863366161222	0.106195217622361	-0.292035445209749
DDX11L2	-0.230217149399954	0.312123572924877	-0.116414695649728
DDX12	-0.532708858364014	0.002173822986826	-1.41848426883669
DDX17	-0.138283518969477	0.094701019329397	-0.141553280673359
DDX18	-0.155107807566105	0.058786803489927	-0.190894304778086
DDX19A	0.000654813119249	0.97530707216952	7.11037115893267E-06
DDX19B	-0.014224668731602	0.97280349802336	-0.000170338650248
DDX20	-0.33953471617566	1.13568219330519E-05	-1.67891197340285
DDX21	0.410469931944189	0.063124443945735	0.49248282363358
DDX23	-0.219402970649841	0.001355980929917	-0.629192083224611
DDX24	-0.140819101708503	0.196519480228739	-0.099501987721885
DDX27	-0.268863617800438	0.000794142210321	-0.833504563909067
DDX28	-0.198341634490314	0.07148600324986	-0.227255676344777
DDX31	-0.104361618864035	0.330644954179009	-0.050160170253653
DDX39	-0.212011369824762	0.216428660845893	-0.14092082563703
DDX3X	0.077435910614853	0.334514338714843	0.036827377820842
DDX3Y	-0.393056749038674	0.256762381367887	-0.232087670315195
DDX41	-0.468065292291056	2.58798867412235E-05	-2.14703310838666
DDX42	-0.309189174333163	4.17273671153987E-05	-1.35411842026641
DDX43	0.744269310794051	0.02615285556228	1.17779195741737
DDX46	-0.166809255186455	0.12455163476903	-0.150904087431147
DDX47	-0.164586227554054	0.029552690963996	-0.251718664856418
DDX49	-0.436451478826235	4.55024617307705E-05	-1.89505709192784
DDX50	-0.059885804660568	0.515829772543185	-0.017216785269327
DDX5	-0.104929548044251	0.438233986142015	-0.037595621699644
DDX51	-0.501775385482107	1.00009407365008E-05	-2.50885642800663
DDX52	-0.168721918921881	0.066555755288077	-0.198554381039281
DDX54	-0.237448333315627	0.013067601119295	-0.447306151097769
DDX55	-0.444898089544834	4.90647465419318E-06	-2.36206647983682
DDX56	-0.517804732444497	1.51230933007572E-06	-3.01380962553055
DDX58	0.295402122461464	0.022628732049488	0.486036863207637
DDX59	-0.413963026983646	0.00030579484551	-1.45490196924129
DDX60	0.437825898986358	0.025358470322892	0.698716259241967
DDX6	0.061784427410736	0.542425653013441	0.016413637362759
DDX60L	0.059623855931849	0.780824230042621	0.006406387657108
DEAF1	-0.072482009462699	0.463155897152065	-0.024228764390767
DECR1	-0.436566043424292	0.046313225276491	-0.582507877326539
DECR2	-0.772374651569572	0.003083404453563	-1.93940919625647
DEDD	-0.306693772546294	0.000698976094955	-0.967783754543731
DEDD2	-0.202126327983796	0.162383447873039	-0.159570295450396
DEF6	0.712354129923797	0.003333156328692	1.7646039846135
DEF8	-0.172516628431407	0.360299872426979	-0.076482813290096
DEFB132	0.100345739433942	0.996113390015529	0.000169706918397
DEGS1	0.068750271963729	0.467808758607311	0.022682890757597
DEK	-0.557115509886187	8.79951372506528E-06	-2.81652048413182
DEM1	-0.557942226960832	8.23249560107817E-07	-3.39478190067629
DENND1A	-0.598622991533608	5.03090843901537E-08	-4.3689622572974
DENND1B	0.344408885255135	0.084179458922662	0.370168558672734
DENND1C	0.331934558575371	0.097819971847887	0.335111991018376
DENND2C	-0.264582858974009	0.336433387485405	-0.125174391764467
DENND2D	0.626925571544948	0.108761511069292	0.604058315379102
DENND4A	0.061489732396185	0.55961838817901	0.015502054913041
DENND4B	-0.196559434468671	0.046736262583048	-0.26149206140239
DENND4C	-0.140759940560436	0.089337117309159	-0.147652682516016
DENND5A	0.136690439116999	0.105321546824695	0.133612549220745
DENND5B	-0.415356595400856	0.00021348766535	-1.52461922179985
DENR	-0.160735740876312	0.028056154993426	-0.249457344791939
DEPDC1	-0.936378931643031	0.000984563881526	-2.8154630648662
DEPDC1B	-0.039600115300581	0.828908322789445	-0.003227151985842
DEPDC4	-0.569372818896003	0.000470589891904	-1.89450686546896
DEPDC5	-0.47447111227552	0.000576857076227	-1.5367795621392
DEPDC6	-0.466213974727572	0.015758623283584	-0.840342170012
DERA	-0.722406122308411	1.34057011283588E-06	-4.24248199601789
DERL1	-0.147574632094791	0.229523853699014	-0.09432559826224
DERL2	-0.281695885282268	0.055283722633242	-0.35420517253998
DERL3	0.215546328373543	0.923013583943207	0.00749926790529
DET1	-0.385485334992324	0.000543805486074	-1.25843862340428
DEXI	-0.617799027242406	6.58052143593701E-05	-2.58347471379363
DFFA	-0.349199443518547	0.001338515737585	-1.00338148118667
DFFB	-0.045410601115064	0.574780413595508	-0.010921160538229
DFNA5	0.247049147844323	0.605159981036009	0.053888781061914
DFNB31	-0.696320966315329	0.000698976094955	-2.19726704443093
DFNB59	-0.45120920242756	0.024601356616316	-0.726014080797656
DGAT1	-0.502929896977594	0.002354383094032	-1.32176156395578
DGCR10	-0.140670215179679	0.633223251841043	-0.027915040091459
DGCR11	0.127842636535997	0.424920796681278	0.04751808691331
DGCR14	-0.242632164774549	0.005622325888366	-0.545942748174229
DGCR2	-0.053408359797511	0.475242457944944	-0.017255427460853
DGCR6	-0.699233831231659	0.000878559518661	-2.13701858103668
DGCR6L	-0.692088049419424	4.62454943527875E-05	-3.00015364511611
DGCR8	-0.151291713379314	0.094701019329397	-0.15486905834572
DGCR9	-0.018056894734524	0.82084165499333	-0.001548209217411
DGKD	-0.031193812814055	0.612612264213499	-0.006638489846003
DGKE	0.93667952839528	0.000329807350584	3.26127427138105
DGKG	0.632858031733027	0.11591522127407	0.592266221027322
DGKH	-0.383265535862332	0.017548376517128	-0.672923468491899
DGKQ	0.137467316752853	0.451788349572186	0.047435155885756
DGKZ	0.094141857402213	0.484653521259421	0.029614074877114
DGUOK	-0.207877772525447	0.078034856778024	-0.230268570611655
DHCR24	-0.879466292424286	5.09595303467908E-06	-4.65481683932347
DHDDS	-0.234760551309047	0.007609498406381	-0.497374026325956
DHDH	-0.928719973717546	0.013212227562077	-1.74508707791952
DHDPSL	-0.889482977770086	0.005973752514606	-1.97799023893791
DHFR	-0.777702347815375	3.56827226306091E-06	-4.23656621558021
DHFRL1	-0.156732985882112	0.062617965211144	-0.1885969663271
DHODH	-0.246164821964633	0.427083011807038	-0.090954874694838
DHPS	-0.578262837725715	7.058791069876E-06	-2.97878781865813
DHRS1	-0.960837562652665	9.62687521022263E-05	-3.85921815411512
DHRS11	-0.75238675058896	1.0941068444035E-06	-4.48493247654534
DHRS12	-0.702860386951623	0.000891088565694	-2.14377979690784
DHRS13	-0.946659162058683	1.1782700142662E-05	-4.6658512435
DHRS2	-0.647674257511578	0.582437249901749	-0.15204208727205
DHRS3	-0.957805295916985	1.80688098641468E-06	-5.50074329385806
DHRS7	-0.24726910311326	0.076030406176499	-0.276697264075316
DHRS7B	0.064901398173595	0.879138385327163	0.003630763158328
DHRS9	-0.273292567574284	0.537377594642103	-0.073712592927161
DHRSX	-0.255643006648336	0.079347104014443	-0.281327183268953
DHTKD1	-0.868266680980652	0.000371675616036	-2.97801225931537
DHX15	0.126182229293828	0.115000195961065	0.118523147104641
DHX16	-0.61456102364417	1.35401991174339E-09	-5.45015758673073
DHX29	-0.267790786548949	0.002860015408668	-0.681161114099091
DHX30	-0.407642964447668	6.87713821067078E-09	-3.32742330134928
DHX32	0.377186728150608	0.449761264502483	0.130890565440568
DHX33	0.239091524364964	0.285058562582775	0.13032063909468
DHX34	-0.544588432029268	0.000164040452198	-2.06129392304407
DHX35	-0.255101587407068	0.002860015408668	-0.648884465839838
DHX36	-0.182379817597297	0.070219508971491	-0.210382818175074
DHX37	-0.318194301476617	0.0068301017154	-0.689072933512186
DHX38	-0.040688288818531	0.753441854604126	-0.00500263560294
DHX40	-0.149361843088927	0.065962811688294	-0.17635165370006
DHX57	-0.539347063331877	1.24167512086812E-07	-3.72472651572643
DHX58	-0.068959727692539	0.564668735950861	-0.01711623590859
DHX8	-0.118943178466544	0.113197259238015	-0.11253976401013
DHX9	-0.210594464915737	0.002202890349155	-0.559550992652408
DIABLO	-0.429383055532229	9.48090098325236E-05	-1.72747260693315
DIAPH1	-0.789905187972463	1.13860397402588E-08	-6.27471241931837
DIAPH2	-0.170930404440106	0.175989396135174	-0.128969297519608
DIAPH3	-0.546059401583747	0.018696605039831	-0.943720196459102
DICER1	0.022230791799626	0.789056892891779	0.002287363560218
DIDO1	-0.202590342014127	0.063124443945735	-0.243068385553697
DIMT1L	-0.022275957906325	0.678425727032129	-0.00375344747804
DIO3OS	0.827665138231693	0.099437044497692	0.82969440134865
DIP2A	0.039818589300051	0.717623625197419	0.005737989009831
DIP2B	0.017777651875712	0.97530707216952	0.000193040883658
DIP2C	0.668042854562028	0.054254073807832	0.845453422960437
DIRC2	0.169130873666261	0.294231418705974	0.089861085867409
DIRC3	0.509966721600071	0.025358470322892	0.813844135030013
DIS3	-0.101744464804174	0.460737520370806	-0.034241735317236
DIS3L	-0.213645516609869	0.031676425141763	-0.320310996954106
DIS3L2	-0.348584702205079	4.55024617307705E-05	-1.51354261378111
DISP1	-0.440189135982257	0.058257322696069	-0.543479286923756
DISP2	-0.074840201757135	0.933892120423601	-0.002223000132458
DIXDC1	0.191885838067242	0.554507610755342	0.049140521811891
DKC1	-0.141618423802187	0.192639021887943	-0.101293389879611
DKFZP586I1420	-0.229514338496507	0.014918681447374	-0.419155049811046
DKFZP686I15217	0.205270251379787	0.338385020322572	0.096597895768482
DKFZp761E198	0.322787970267935	0.053213875556767	0.411223840037295
DKFZp779M0652	-0.340643139083853	0.177221290655181	-0.255987904470622
DKK1	-0.404577288267142	0.867516761861012	-0.024971370026213
DKKL1	0.657320644578295	0.088592267977573	0.691898458187372
DLAT	-0.117062788271341	0.382445905984302	-0.048865517807279
DLC1	0.337811920045051	0.076030406176499	0.378015825154188
DLD	0.082919516522934	0.720276909921771	0.011816073167569
DLEC1	-0.330103808475505	0.240411899763522	-0.204348795115858
DLEU1	-0.758146815741047	2.07030860184918E-07	-5.06742671564669
DLEU2	-0.583652295587572	0.005759515809011	-1.30715586710334
DLEU2L	-0.018312319636088	0.97280349802336	-0.000219287764698
DLEU7	0.590503636184835	0.042078596365724	0.812496838328798
DLG1	-0.272622340621735	0.00126665298724	-0.78988025257932
DLG2	0.0473211774083	0.696496930231233	0.007433248090161
DLG5	-0.042598448290332	0.993639909287968	-0.000118039171035
DLGAP3	0.119584949418973	0.777945405082883	0.013040843969697
DLGAP4	0.277775489076737	0.0060462232727	0.616249316757166
DLGAP5	-0.465160607241442	0.131535411463747	-0.409786638353809
DLK1	0.342705410138408	0.511069896562046	0.099905378161363
DLK2	-0.602089857339347	0.113197259238015	-0.569675800928104
DLL4	0.620444270316209	0.0005689276943	2.01330624538255
DLST	-0.035722090070417	0.947038233898737	-0.000844201838966
DLX1	-0.242520468518839	0.962752363137364	-0.003998048556678
DLX4	0.725234447394798	0.111446722860241	0.69109961835974
DLX5	0.088358884337763	0.8588799713082	0.005837652772673
DMAP1	-0.545100997165698	2.11539268321074E-06	-3.09323502558764
DMC1	-0.771263352152691	0.057754632971146	-0.955142694177352
DMD	-0.72991707854239	0.00021348766535	-2.67925349106764
DMPK	0.694933043899981	2.37239641428788E-05	3.21393519560119
DMTF1	0.018010354127969	0.925692937480114	0.000603942099769
DMWD	0.158618613062492	0.54722352872142	0.041531942258666
DMXL1	-0.255609173683648	0.005222775171134	-0.58332535509187
DMXL2	-0.218049097182316	0.021911233524909	-0.361816100190167
DNA2	-0.356935862048142	0.067159570722698	-0.418647248695441
DNAH10	0.92110511353105	0.000122886851353	3.60197655708364
DNAH1	-0.978573016345876	4.45624512576032E-06	-5.23637447561155
DNAH14	-0.223230859058555	0.210506139602008	-0.151068187429416
DNAH17	-0.080782375029949	0.484653521259421	-0.025411600842621
DNAH6	-0.501637444236623	0.401240337089966	-0.198947109574382
DNAJA1	-0.471948506250489	0.000231054704283	-1.71613936126786
DNAJA2	-0.204194612088304	0.144189687188796	-0.171741104842364
DNAJA3	-0.413293819031332	0.000366171137301	-1.42020811801814
DNAJB1	-0.106519235301398	0.52038586826512	-0.030216791428586
DNAJB11	-0.618667255054207	1.48518991532926E-06	-3.60572763709144
DNAJB12	-0.273938365604921	0.002680271343195	-0.704520506287269
DNAJB14	0.417482595942543	0.001574281618462	1.17016930559316
DNAJB2	-0.40258968948441	0.00509589206342	-0.923049499448184
DNAJB4	0.202713897989322	0.290589843992026	0.108800515797957
DNAJB5	0.309511999299819	0.057261208841844	0.384457076285447
DNAJB6	0.082356613330926	0.465513273934939	0.027347990173464
DNAJB7	-0.540231806506227	0.007609498406381	-1.14455885902919
DNAJB9	-0.330357407808588	0.12455163476903	-0.298858016575582
DNAJC10	0.396522030275136	0.005555956876348	0.894252793127793
DNAJC1	-0.310585317053805	0.062617965211144	-0.373727637819305
DNAJC11	-0.368410613138453	6.05874506863756E-05	-1.55381498312162
DNAJC12	-0.706353165336809	0.040114205736692	-0.986564739177437
DNAJC13	0.050993160763643	0.535050208727351	0.013850020997442
